,artist_id,name,popularity_1,genres1,female,male
602,3446,Invisible,74,['pop'],53.2,46.8
603,3593,Samantha Jade,53,"['australian pop', 'australian talent show', 'dance pop']",50.8,49.2
604,3053,Aztec Camera,43,"['melancholia', 'new romantic', 'new wave', 'new wave pop', 'scottish new wave', 'sophisti-pop', 'synthpop']",60.2,39.8
605,3211,Yeasayer,51,"['alternative dance', 'art pop', 'brooklyn indie', 'chillwave', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'shimmer pop', 'stomp and holler']",43.6,56.4
606,3149,Swans,40,"['neo-psychedelic', 'psychedelic folk rock', 'psychedelic pop']",57.4,42.6
607,2127,Janis Ian,53,"['classic uk pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']",57.9,42.1
608,1384,Pete Yorn,48,"['neo mellow', 'new jersey indie', 'pop rock']",40.2,59.8
609,1393,Railroad Earth,52,"['bluegrass', 'jam band', 'jamgrass', 'new americana', 'progressive bluegrass', 'roots rock']",52.7,47.3
610,1278,Jonathan Coulton,50,"['antiviral pop', 'comic']",53.7,46.3
611,772,Richard Thompson,60,"['british folk', 'country rock', 'folk', 'folk rock', 'lilith', 'roots rock', 'singer-songwriter']",48.5,51.5
612,2122,Punch Brothers,52,"['banjo', 'bluegrass', 'indie folk', 'mandolin', 'new americana', 'progressive bluegrass']",45.3,54.7
613,1480,John McLaughlin,36,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",46.2,53.8
614,1462,Arlo Guthrie,60,"['country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'singer-songwriter']",50.6,49.4
615,1744,Emilio Rojas,69,"['deep underground hip hop', 'indie pop rap', 'pop rap', 'sad rap']",53.6,46.4
616,2711,Hundred Waters,59,['indie poptimism'],57.1,42.9
617,2286,Art Blakey,58,"['bebop', 'big band', 'hard bop', 'jazz', 'jazz drums', 'jazz fusion']",45.1,54.9
618,1516,Tough Love,50,"['dance pop', 'pop', 'post-teen pop']",40.1,59.9
619,2933,SafetySuit,56,"['neo mellow', 'pop rock']",43.0,57.0
620,1962,Nickel Creek,55,"['bluegrass', 'instrumental bluegrass', 'mandolin', 'progressive bluegrass']",55.8,44.2
621,1084,Dirty Projectors,51,"['art pop', 'brooklyn indie', 'experimental pop', 'indie pop', 'indie rock']",42.0,58.0
622,1386,OG Maco,51,"['atl hip hop', 'underground hip hop']",41.7,58.3
623,2200,Prelow,60,['nyc pop'],47.4,52.6
624,2732,Michelle Williams,71,['hollywood'],56.0,44.0
625,2255,Aqualung,67,"['album rock', 'art rock', 'blues rock', 'classic rock', 'flute rock', 'folk rock', 'hard rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",59.6,40.4
626,2682,George Maple,60,"['aussietronica', 'edm', 'electro house', 'electronic trap', 'electropop', 'escape room', 'future bass', 'vapor twitch']",49.1,50.9
627,1440,Embrace,62,['sleep'],54.4,45.6
628,652,Eddie Murphy,61,"['black comedy', 'comedy']",52.0,48.0
629,666,Dir En Grey,45,"['j-metal', 'oshare kei', 'visual kei']",54.0,46.0
630,625,The Cribs,51,"['british indie rock', 'britpop', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'west yorkshire indie']",48.7,51.3
631,858,Project 46,52,"['edm', 'electro house', 'pop dance', 'progressive house', 'vocal house']",60.4,39.6
632,713,NONONO,58,"['k-pop', 'k-pop girl group']",58.8,41.2
633,342,Jenny Lewis,54,['indie pop'],56.2,43.8
634,237,Jai Waetford,64,"['australian pop', 'australian talent show', 'teen pop']",55.0,45.0
635,259,Penguin Prison,59,"['alternative dance', 'chillwave', 'electropop', 'indie poptimism', 'indie soul', 'indietronica', 'metropopolis', 'modern rock', 'vapor soul']",56.4,43.6
636,2573,Sam Gellaitry,57,"['electronic trap', 'future bass', 'scottish electronic', 'vapor soul', 'vapor twitch']",42.2,57.8
637,1525,Slow Magic,54,"['chillwave', 'future bass', 'gauze pop', 'indie dream pop', 'vapor soul', 'vapor twitch']",54.3,45.7
638,2914,Slaughterhouse,40,[],45.3,54.7
639,1049,Gerald Levert,51,"['contemporary r&b', 'funk', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",56.6,43.4
640,1126,Sha Na Na,54,['hollywood'],53.5,46.5
641,3532,Celtic Thunder,46,"['celtic', 'celtic rock', 'operatic pop']",44.3,55.7
642,3514,John P. Kee,48,['gospel'],40.9,59.1
643,3618,Gogol Bordello,53,['gypsy punk'],51.7,48.3
644,3273,Deniro Farrar,50,"['north carolina hip hop', 'underground hip hop']",51.4,48.6
645,3762,Deitrick Haddon,50,"['contemporary gospel', 'gospel']",54.7,45.3
646,3675,Milo Greene,62,"['la indie', 'metropopolis', 'shimmer pop', 'stomp and holler']",54.5,45.5
647,319,Brooke Candy,54,"['dance pop', 'electropop', 'escape room', 'hyperpop', 'lgbtq+ hip hop', 'pink noise', 'pop', 'strut', 'trap queen']",50.2,49.8
648,607,Jason Gray,55,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",46.8,53.2
649,412,Robert DeLong,56,"['indie poptimism', 'modern alternative rock', 'modern rock']",41.6,58.4
650,552,Kathleen,68,"['modern alternative rock', 'modern rock', 'rock', 'stomp pop', 'welsh rock']",43.4,56.6
651,3646,Trouble,76,"['modern rock', 'punk blues', 'rock']",56.8,43.2
652,2404,Donald Fagen,60,"['art rock', 'folk rock', 'jazz fusion', 'mellow gold', 'soft rock', 'sophisti-pop', 'yacht rock']",41.4,58.6
653,2117,Desire,67,"['chicago rap', 'melodic rap']",46.7,53.3
654,3428,Tiga,80,"['dance pop', 'pop']",57.7,42.3
655,2889,Front Porch Step,59,"['acoustic rock', 'pop punk']",43.5,56.5
656,1916,Destructo,49,['progressive deathcore'],54.1,45.9
657,2910,King 810,50,"['nu metal', 'nu-metalcore']",42.1,57.9
658,1970,Corey Smith,54,"['contemporary country', 'country road', 'modern country rock']",54.3,45.7
659,2931,Nina Zilli,48,['italian adult pop'],41.3,58.7
660,3237,Esperanza Spalding,55,"['electric bass', 'indie jazz', 'indie soul', 'jazz', 'jazz fusion', 'jazz pop', 'neo soul']",59.9,40.1
661,3217,KeKe Wyatt,58,"['contemporary r&b', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",44.2,55.8
662,2649,The S.O.S. Band,57,"['disco', 'funk', 'minneapolis sound', 'post-disco', 'quiet storm', 'soul', 'urban contemporary']",42.1,57.9
663,1817,Chinx Drugz,51,"['queens hip hop', 'trap']",55.4,44.6
664,3190,Mormon Tabernacle Choir,38,"['adult standards', 'operatic pop']",44.9,55.1
665,2740,Papoose,60,"['hawaiian hip hop', 'rap']",53.6,46.4
666,1362,Robert Cray,52,"['acoustic blues', 'blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues']",53.0,47.0
667,207,Trevor Jackson,51,"['alternative r&b', 'pop r&b', 'trap soul']",55.9,44.1
668,3325,The New Pornographers,50,"['alternative rock', 'anti-folk', 'canadian indie', 'indie pop', 'indie rock', 'modern power pop', 'modern rock', 'stomp and holler', 'vancouver indie']",46.8,53.2
669,1460,Gerald Albright,56,"['contemporary r&b', 'new jack swing', 'r&b', 'urban contemporary']",55.0,45.0
670,3400,The Rapture,42,"['alternative metal', 'alternative rock', 'industrial metal', 'industrial rock', 'nu metal']",50.3,49.7
671,82,Black Midi,50,"['art pop', 'noise rock', 'uk noise rock', 'uk post-punk revival']",55.8,44.2
672,1746,Oliver,89,['alternative hip hop'],48.6,51.4
673,1221,Uncle Murda,61,"['battle rap', 'nyc rap', 'trap']",51.6,48.4
674,3335,Manila Killa,56,"['electropop', 'future bass', 'pop edm', 'vapor soul', 'vapor twitch']",59.1,40.9
675,2909,The Wailin' Jennys,56,"['folk', 'lilith', 'manitoba indie', 'new americana', 'progressive bluegrass', ""women's music""]",52.1,47.9
676,2744,Public Service Broadcasting,57,['chamber psych'],40.2,59.8
677,184,Tamar Braxton,59,"['contemporary r&b', 'dance pop', 'hip pop', 'neo soul', 'pop r&b', 'r&b', 'urban contemporary']",41.0,59.0
678,366,The Barr Brothers,61,"['canadian americana', 'canadian indie', 'deep new americana', 'indie folk', 'new americana', 'stomp and holler']",42.6,57.4
679,403,Gunplay,64,"['east coast hip hop', 'hip hop', 'rap', 'trap']",56.7,43.3
680,2691,Garnidelia,56,"['anime', 'anime rock', 'j-pixie', 'j-poprock', 'otacore']",40.7,59.3
681,435,Jon McLaughlin,64,"['acoustic pop', 'indiecoustica', 'indy indie', 'neo mellow', 'piano rock', 'pop rock', 'viral pop']",59.5,40.5
682,2527,Ani DiFranco,52,"['anti-folk', 'buffalo ny indie', 'ectofolk', 'lilith', 'pop rock', 'singer-songwriter', ""women's music""]",48.0,52.0
683,2587,Marika Hackman,59,"['ambient folk', 'art pop', 'chamber psych', 'indie folk', 'indie pop']",59.3,40.7
684,150,Josef Salvat,55,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",60.4,39.6
685,3054,astronomyy,66,"['art pop', 'electropop', 'pop']",50.3,49.7
686,2929,ZZ Ward,53,['modern alternative rock'],56.8,43.2
687,3612,Cowboy Junkies,60,"['alternative country', 'classic canadian rock', 'country rock', 'folk', 'lilith', 'melancholia', 'new wave pop', 'roots rock', 'toronto indie']",41.6,58.4
688,1600,Hezekiah Walker,56,"['gospel', 'israelite hip hop']",43.1,56.9
689,1385,S O H N,88,"['indie poptimism', 'pop']",43.8,56.2
690,2808,Niia,86,"['east coast hip hop', 'hip hop', 'rap']",59.1,40.9
691,2158,Kitaro,48,"['healing', 'new age', 'synthesizer']",51.0,49.0
692,1745,Bankroll Fresh,61,"['atl hip hop', 'atl trap', 'deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap', 'rap', 'southern hip hop', 'trap']",46.3,53.7
693,2288,Rilo Kiley,57,"['anti-folk', 'indie pop', 'indie rock', 'la indie', 'lilith', 'pop rock']",57.5,42.5
694,2331,Kyla La Grange,63,"['electropop', 'metropopolis', 'shimmer pop', 'tropical house']",44.6,55.4
695,2326,Calexico,42,"['alternative country', 'indie folk', 'roots rock', 'tucson indie']",48.2,51.8
696,2393,The Charlatans,62,"['britpop', 'dance rock', 'madchester']",42.3,57.7
697,1943,Judy Collins,56,"['american folk revival', 'classic uk pop', 'folk', 'folk rock', 'lilith', 'mellow gold', 'singer-songwriter']",43.9,56.1
698,125,Gerry Mulligan,55,"['bebop', 'cool jazz', 'jazz', 'jazz saxophone', 'swing', 'vocal jazz']",54.6,45.4
699,3705,Patty Griffin,58,"['acoustic pop', 'alternative country', 'ectofolk', 'folk', 'indie folk', 'lilith', 'new americana', 'roots rock', 'singer-songwriter', ""women's music""]",53.8,46.2
700,868,Gaither Vocal Band,48,['southern gospel'],51.3,48.7
701,1060,Mary Chapin Carpenter,51,"['country', 'country rock', 'folk', 'folk rock', 'lilith', 'mellow gold']",51.7,48.3
702,491,Soulja Slim,69,"['bounce', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'new orleans rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",60.6,39.4
703,612,Sleater-Kinney,52,"['alternative pop', 'alternative rock', 'anti-folk', 'indie punk', 'indie rock', 'olympia wa indie', 'riot grrrl']",54.7,45.3
704,2819,Datsik,53,"['breakbeat', 'brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'filthstep']",46.9,53.1
705,295,Brian Culbertson,49,['smooth jazz'],44.3,55.7
706,815,Cassidy,55,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']",43.8,56.2
707,3507,Iris DeMent,65,"['alternative country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'new americana', 'roots rock', 'singer-songwriter']",55.2,44.8
708,835,Neko Case,56,"['alternative country', 'anti-folk', 'canadian indie', 'canadian singer-songwriter', 'folk', 'indie pop', 'indie rock', 'lilith', 'new americana', 'outlaw country', 'roots rock', 'stomp and holler']",56.5,43.5
709,780,Yolanda Adams,52,"['gospel', 'gospel r&b']",58.5,41.5
710,54,Black Dahlia Murde,52,"['american melodeath', 'death metal', 'deathcore', 'melodic deathcore', 'melodic metalcore', 'metalcore']",57.4,42.6
711,383,Tamela Mann,56,['gospel'],52.5,47.5
712,3396,Shura,44,"['ambient', 'experimental ambient', 'fourth world', 'j-ambient']",59.6,40.4
713,3541,Marlon Roudette,49,['uk pop'],54.0,46.0
714,1150,Sorority Noise,60,"['alternative emo', 'dreamo', 'emo', 'new england emo']",44.8,55.2
715,3663,Doc Watson,56,"['american folk revival', 'appalachian folk', 'bluegrass', 'country rock', 'folk', 'new americana', 'old-time', 'progressive bluegrass', 'traditional folk']",43.7,56.3
716,2015,Jennifer Nettles,60,"['glam metal', 'rock']",52.6,47.4
717,765,Vallis Alps,63,"['indie poptimism', 'modern rock']",47.1,52.9
718,909,Redlight,74,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house']",40.7,59.3
719,1485,George Winston,50,"['new age', 'new age piano']",53.0,47.0
720,2571,Los Campesinos,58,"['anti-folk', 'indie rock', 'welsh indie', 'welsh rock']",59.0,41.0
721,1592,Rameses B,54,"['chillstep', 'edm', 'electro house', 'gaming edm', 'melodic dubstep']",56.6,43.4
722,2901,Panda Bear,66,"['electro', 'filter house']",54.9,45.1
723,1974,Wynton Marsalis,53,"['big band', 'classical trumpet', 'contemporary post-bop', 'jazz', 'jazz trumpet', 'new orleans jazz', 'straight-ahead jazz']",45.6,54.4
724,1984,Brandon Heath,58,"['anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian pop', 'worship']",47.8,52.2
725,2850,Slaine,54,['conscious hip hop'],50.2,49.8
726,2114,North Mississippi Allstars,63,"['blues rock', 'country rock', 'deep new americana', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'new americana', 'roots rock', 'southern rock']",59.9,40.1
727,2809,Arlissa,55,['uk pop'],43.7,56.3
728,2822,Miles Davis Quintet,60,"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion']",54.8,45.2
729,1359,CNBLUE,56,"['k-pop', 'k-pop boy group']",41.3,58.7
730,1337,Johnny Horton,58,['cowboy western'],59.0,41.0
731,2829,Kronos Quartet,57,"['british soundtrack', 'compositional ambient', 'scorecore', 'soundtrack']",55.0,45.0
732,2391,The Statler Brothers,56,"['country', 'country rock']",53.3,46.7
733,1879,The Griswolds,58,"['indie poptimism', 'modern rock', 'shimmer pop']",59.8,40.2
734,1770,Blackmill,55,"['chillstep', 'melodic dubstep', 'substep']",49.2,50.8
735,2171,Shlohmo,53,"['chillwave', 'downtempo', 'electronica', 'glitch', 'uk bass', 'vapor twitch', 'wonky']",45.2,54.8
736,2262,Troy Ave,66,['trap'],59.0,41.0
737,2365,John Maus,53,"['art pop', 'baroque pop', 'chillwave', 'experimental pop']",57.8,42.2
738,2149,Steve Vai,57,"['instrumental rock', 'metal guitar', 'neo classical metal', 'shred']",49.4,50.6
739,2738,Building 429,57,"['ccm', 'christian alternative rock', 'christian music', 'christian pop', 'christian rock', 'worship']",51.1,48.9
740,3329,Flobots,66,['conscious hip hop'],54.4,45.6
741,3323,Paul Hardcastle,45,['smooth jazz'],41.8,58.2
742,3336,Eek-A-Mouse,61,"['dub', 'reggae', 'roots reggae']",42.6,57.4
743,2701,JMSN,49,"['alternative r&b', 'indie soul']",42.9,57.1
744,1887,Kierra Sheard,55,"['gospel', 'naija worship']",40.6,59.4
745,963,Django Django,44,"['alternative dance', 'chamber psych', 'electronic rock', 'indie rock', 'modern rock', 'new rave', 'shimmer pop']",40.6,59.4
746,2851,INFINITE,62,"['canadian post-hardcore', 'canadian rock', 'metalcore', 'pop punk', 'post-hardcore', 'rock', 'screamo']",40.0,60.0
747,1160,Roc Marciano,52,"['alternative hip hop', 'boom bap', 'hardcore hip hop', 'hip hop', 'turntablism', 'underground hip hop']",44.1,55.9
748,156,Joe Budden,65,"['battle rap', 'hip hop', 'new jersey rap', 'rap']",52.4,47.6
749,2181,Lalah Hathaway,51,"['alternative r&b', 'contemporary jazz', 'indie jazz', 'indie soul', 'jazz', 'modern jazz piano', 'neo soul']",49.5,50.5
750,1988,Built to Spill,60,"['alternative pop', 'alternative rock', 'anti-folk', 'dream pop', 'idaho indie', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'stomp and holler']",48.7,51.3
751,1764,Incognito,62,[],54.9,45.1
752,2679,The Bouncing Souls,56,"['asbury park indie', 'melodic hardcore', 'new jersey hardcore', 'new jersey punk', 'punk', 'ska punk', 'skate punk']",43.1,56.9
753,2539,Joell Ortiz,50,['cali rap'],60.2,39.8
754,304,Andreya Triana,52,"['downtempo', 'electronica', 'jazztronica', 'ninja', 'nu jazz', 'trip hop']",48.6,51.4
755,2776,Rita Coolidge,67,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'country rock', 'folk rock', 'mellow gold', 'native american', 'soft rock']",46.4,53.6
756,3586,Aimee Mann,61,"['anti-folk', 'folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']",47.1,52.9
757,2234,Raheem DeVaughn,50,"['contemporary r&b', 'hip hop', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",58.7,41.3
758,2295,Scylla,42,"['bass trap', 'edm', 'electro house', 'electronic trap', 'electropop', 'pop dance', 'vapor twitch']",56.6,43.4
759,1515,Judy Garland,47,[],41.9,58.1
760,2567,Young Rising Sons,71,"['folk-pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",42.5,57.5
761,3736,Chris Thile,53,"['bluegrass', 'classical mandolin', 'instrumental bluegrass', 'mandolin', 'progressive bluegrass']",48.9,51.1
762,3356,MC Lyte,59,"['contemporary r&b', 'dance pop', 'hip hop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",59.2,40.8
763,2726,Ricky Skaggs,57,"['kentucky indie', 'kentucky roots', 'outlaw country']",52.6,47.4
764,2460,Gossip,61,"['australian psych', 'neo-psychedelic']",52.7,47.3
765,2761,Young MC,66,"['hip hop', 'rap']",41.0,59.0
766,2430,The Pillows,55,['hokkaido indie'],59.7,40.3
767,3382,Lyle Lovett,58,"['alternative country', 'country rock', 'folk', 'folk rock', 'heartland rock', 'lilith', 'mellow gold', 'outlaw country', 'roots rock', 'singer-songwriter', 'texas country']",57.4,42.6
768,494,Jonsi,56,"['compositional ambient', 'icelandic pop', 'post-rock']",55.2,44.8
769,847,Goldroom,55,"['alternative dance', 'chillwave', 'indie poptimism', 'indie soul', 'new french touch', 'nu disco', 'shimmer pop', 'tropical house', 'vapor soul']",59.4,40.6
770,816,Mapei,43,['swedish soul'],40.9,59.1
771,755,Todd Terje,60,"['alternative dance', 'balearic', 'electronica', 'new rave', 'norwegian space disco', 'nu disco']",41.3,58.7
772,962,Laura Mvula,46,"['contemporary jazz', 'funk rock', 'jazz fusion', 'progressive jazz fusion']",54.9,45.1
773,1715,Karen O,53,['new jersey indie'],52.7,47.3
774,1719,Elephante,42,['jam band'],52.8,47.2
775,684,Wild Nothing,56,"['chillwave', 'dream pop', 'dreamo', 'indie rock', 'indie surf', 'modern dream pop', 'nu gaze', 'shimmer pop', 'shoegaze']",42.0,58.0
776,1588,John Carpenter,57,"['popwave', 'synthwave']",46.1,53.9
777,1094,After the Burial,60,"['deathcore', 'djent', 'melodic metalcore', 'metalcore', 'minneapolis metal', 'progressive metalcore']",51.3,48.7
778,1112,Jack Garratt,56,['uk alternative pop'],45.7,54.3
779,1228,Leela James,57,"['neo soul', 'r&b', 'urban contemporary']",45.0,55.0
780,1268,Emmure,56,"['deathcore', 'melodic metalcore', 'metalcore', 'nu-metalcore', 'rap metal']",50.5,49.5
781,1277,Rico Love,46,"['baton rouge rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",45.9,54.1
782,1321,Damon Albarn,53,"['afrobeat', 'afropop', 'funk', 'indie jazz', 'indie soul', 'world']",46.4,53.6
783,1496,Georg Philipp Telemann,54,"['baroque', 'classical', 'early music', 'german baroque']",57.9,42.1
784,3381,CKY,67,"['alternative metal', 'industrial metal', 'nu metal', 'rap rock']",44.0,56.0
785,1553,Greensky Bluegrass,59,"['banjo', 'bluegrass', 'jam band', 'jamgrass', 'midwest americana', 'new americana', 'progressive bluegrass', 'roots rock']",55.0,45.0
786,3688,Beast,76,"['british invasion', 'classic rock', 'rock']",59.1,40.9
787,1433,Toadies,68,"['alternative metal', 'alternative rock', 'grunge', 'pop rock', 'post-grunge', 'rock']",55.5,44.5
788,3717,Charlie Daniels,69,"['alternative metal', 'contemporary country', 'country', 'country road', 'modern country rock', 'outlaw country', 'redneck']",43.7,56.3
789,281,Johnny Marr,47,"['britpop', 'solo wave']",49.2,50.8
790,2728,SBTRKT,59,"['electronica', 'electropop', 'future garage', 'new rave']",47.2,52.8
791,3018,Trip Lee,65,"['dark trap', 'meme rap']",50.9,49.1
792,1225,Deborah Cox,59,"['canadian pop', 'contemporary r&b', 'hip pop', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary', 'vocal house']",55.2,44.8
793,2297,Eptic,60,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",46.2,53.8
794,2184,Tito Puente,62,"['afro-cuban percussion', 'jazz puertorriqueno', 'latin jazz', 'mambo', 'musica tradicional cubana', 'salsa']",52.3,47.7
795,2199,Aria,92,"['canadian contemporary r&b', 'canadian pop', 'pop']",42.6,57.4
796,2950,Eric Benet,61,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",46.9,53.1
797,2232,K. Michelle,61,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'urban contemporary']",47.3,52.7
798,2085,Big Data,65,"['metropopolis', 'modern alternative rock', 'modern rock']",60.6,39.4
799,3319,Max Romeo,65,"['dub', 'reggae', 'rocksteady', 'roots reggae', 'ska']",57.5,42.5
800,3293,Akcent,53,"['disco polo', 'europop', 'romanian house', 'romanian pop']",48.8,51.2
801,2812,Natalie La Rose,68,[],45.0,55.0
802,1804,Digitalism,59,"['alternative dance', 'dance-punk', 'electro house', 'electronica', 'indietronica', 'new rave']",47.8,52.2
803,3353,Laura Bell Bundy,57,"['broadway', 'country dawn', 'hollywood', 'show tunes']",55.6,44.4
804,2351,Marvin Sapp,57,['gospel'],54.8,45.2
805,2853,Title Fight,59,"['alternative emo', 'dreamo', 'emo', 'grungegaze', 'melodic hardcore']",46.0,54.0
806,2846,Elliphant,48,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance', 'pop rap', 'tropical house']",54.0,46.0
807,1396,Grizfolk,59,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler', 'swedish alternative rock']",53.7,46.3
808,796,3BallMTY,69,['trival'],44.8,55.2
809,745,Stephen Stills,58,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop', 'rap']",56.2,43.8
810,691,The Knife,52,"['indie pop', 'pop']",57.2,42.8
811,653,Flosstradamus,57,"['bass trap', 'edm', 'electro house', 'electronic trap', 'mashup', 'pop dance']",60.7,39.3
812,908,Josh Ritter,57,"['acoustic pop', 'alternative country', 'deep new americana', 'folk', 'indie folk', 'modern folk rock', 'neo mellow', 'new americana', 'roots rock', 'stomp and holler']",51.0,49.0
813,275,Atlas Genius,64,"['indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop']",47.5,52.5
814,388,Imagination,74,"['lo-fi chill', 'sad lo-fi']",42.9,57.1
815,365,Scars on Broadway,37,"['alternative metal', 'nu metal']",42.5,57.5
816,551,Natalia Kills,61,"['candy pop', 'dance pop', 'dark pop', 'electropop', 'escape room', 'post-teen pop']",56.5,43.5
817,193,Steven Curtis Chapman,62,"['ccm', 'christian alternative rock', 'christian music', 'worship']",48.6,51.4
818,1411,Ben Folds,59,"['alternative rock', 'permanent wave', 'piano rock', 'pop rock']",51.0,49.0
819,1329,Lou Rawls,66,"['adult standards', 'classic soul', 'disco', 'lounge', 'motown', 'philly soul', 'quiet storm', 'soul', 'soul blues', 'vocal jazz']",46.7,53.3
820,1299,Luis Coronel,61,"['banda', 'musica mexicana', 'nueva musica mexicana']",52.0,48.0
821,929,Rodrigo y Gabriela,49,"['acoustic rock', 'rumba', 'world']",58.6,41.4
822,960,Dirty South,58,"['country rap', 'redneck']",48.1,51.9
823,1147,Shermanology,59,"['dutch house', 'house']",57.9,42.1
824,1345,Kai Wachi,62,"['bass trap', 'brostep', 'deathstep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep']",44.5,55.5
825,955,Meg Myers,64,"['dark pop', 'electropop', 'modern rock', 'shimmer pop']",56.3,43.7
826,976,The Lemonheads,67,"['alternative pop', 'alternative rock', 'boston rock', 'indie rock', 'lilith', 'pop rock', 'power pop']",55.0,45.0
827,1348,Hank Williams III,58,"['cowpunk', 'outlaw country']",49.7,50.3
828,1163,Klaxons,70,"['alternative dance', 'alternative rock', 'dance-punk', 'indie rock', 'modern rock', 'new rave']",52.0,48.0
829,183,Dada Life,61,"['big room', 'dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",51.8,48.2
830,1585,Steven Wilson,52,"['art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",51.6,48.4
831,2509,Jay Prince,64,"['alternative r&b', 'dmv rap', 'hip hop', 'indie soul', 'pop', 'r&b', 'rap', 'underground hip hop']",44.1,55.9
832,2554,Lion Babe,60,"['alternative r&b', 'electropop', 'escape room', 'high vibe', 'indie r&b', 'indie soul']",48.3,51.7
833,1214,Boney James,56,"['smooth jazz', 'smooth saxophone']",42.8,57.2
834,1073,Animal Collective,58,"['alternative dance', 'alternative rock', 'art pop', 'art rock', 'baltimore indie', 'chillwave', 'dream pop', 'electronica', 'experimental pop', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'noise pop']",49.8,50.2
835,233,David Garrett,0,"['classical', 'post-romantic era', 'russian romanticism', 'ukrainian classical']",55.8,44.2
836,1071,Ledisi,58,"['contemporary r&b', 'neo soul', 'quiet storm', 'r&b', 'urban contemporary']",40.3,59.7
837,1878,the andrews sisters,61,"['adult standards', 'easy listening', 'lounge']",55.1,44.9
838,556,Broken Social Scene,61,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'canadian rock', 'chillwave', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",46.0,54.0
839,1692,Maze,73,"['chicago rap', 'melodic rap']",52.8,47.2
840,830,Sango,55,"['banda', 'grupera', 'musica mexicana', 'norteno', 'ranchera']",44.2,55.8
841,1642,Dave Koz,55,['smooth jazz'],50.8,49.2
842,1672,The Mavericks,50,"['country', 'country rock']",56.8,43.2
843,1656,Andrew McMahon In The Wilderness,67,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'neo mellow', 'piano rock', 'pop rock', 'stomp and holler']",41.5,58.5
844,1467,The Bloody Beetroots,54,"['alternative dance', 'dance-punk', 'electro house', 'fidget house', 'filter house', 'new rave']",58.8,41.2
845,2210,Canaan Smith,66,"['contemporary country', 'country', 'country pop', 'country road', 'modern country rock']",46.3,53.7
846,431,Kwabs,74,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",57.1,42.9
847,476,Terror Squad,71,"['bronx hip hop', 'hardcore hip hop', 'hip hop']",52.2,47.8
848,879,Chicago Symphony Orchestra,15,"['classical', 'classical era', 'early romantic era', 'german romanticism']",49.4,50.6
